user_id,age_group,interests,travel_history,sustainability_preference,budget_level,preferred_activities,travel_style
849,25-34,"Adventure,Food,History,Nature",,7.9,5,"Surfing,Museums,Historical Sites,Cycling,Hiking",Adventure
850,18-24,"Mountains,Relaxation",,4.6,2,"Surfing,Local Cuisine,Cultural Tours",Budget
851,55-64,"Adventure,Food,Wildlife,Beach","95,85,96,17,26,80,100",7.7,3,"Swimming,Museums",Luxury
852,25-34,"Wildlife,History,Photography,Nature","41,73",6.0,2,"Kayaking,Local Cuisine",Family
853,18-24,"Nature,History,Culture","96,51",8.0,4,"Historical Sites,Museums,Local Cuisine,Eco Tours",Cultural
854,55-64,"Photography,Relaxation","76,65,60,2,6,43,39,100",6.0,4,"Wildlife Watching,Eco Tours",Family
855,45-54,"Culture,Food,Nature,Relaxation,Adventure","48,87,95,25",7.3,5,"Volunteering,Cycling,Kayaking",Eco-conscious
856,65+,"Mountains,Adventure,Photography","79,97,92,85,98,80,40",5.1,1,"Volunteering,Wildlife Watching,Swimming,Historical Sites",Luxury
857,25-34,"Nature,Relaxation,Wildlife,History","15,30,64,55,39,51",3.8,2,"Kayaking,Hiking,Museums,Cycling",Cultural
858,35-44,"Culture,Beach,Photography,Adventure,Mountains","20,46,68,82",4.8,5,"Local Cuisine,Eco Tours,Kayaking",Cultural
859,18-24,"Relaxation,Mountains,Culture","18,77",4.1,4,"Surfing,Wildlife Watching,Museums,Cycling",Family
860,65+,"Wildlife,Beach,Adventure,Food,Culture","47,35,1,69,59,73,70,63,82,89",5.2,2,"Cycling,Hiking",Adventure
861,18-24,"Mountains,Beach","40,53,65,37,45,59",4.1,3,"Eco Tours,Volunteering,Kayaking,Swimming,Hiking",Family
862,35-44,"Relaxation,Wildlife,Nature,Beach","25,88,32,31,82,24,60,64,14",4.6,1,"Historical Sites,Cycling,Cultural Tours,Swimming,Museums",Family
863,55-64,"Beach,Mountains,Wildlife","20,68,28,8",6.5,5,"Hiking,Swimming",Family
864,18-24,"Wildlife,Relaxation,Beach,History,Adventure","56,22",6.1,2,"Cycling,Swimming,Eco Tours,Historical Sites,Wildlife Watching",Luxury
865,18-24,"Food,Relaxation,Culture","26,72,85,49",8.2,4,"Local Cuisine,Cycling,Swimming",Adventure
866,35-44,"Beach,Wildlife,Photography","26,74,91,35,55,6,49,50,65,10",9.0,5,"Volunteering,Hiking,Local Cuisine,Wildlife Watching,Museums",Cultural
867,55-64,"Culture,Nature,Photography,History,Adventure",,7.2,1,"Cultural Tours,Historical Sites",Family
868,45-54,"Culture,Wildlife,Nature,Mountains,History","19,53,50,40,58,24",3.7,1,"Volunteering,Cultural Tours,Surfing",Cultural
869,25-34,"Wildlife,Photography","77,5",6.0,4,"Museums,Hiking,Swimming,Wildlife Watching,Historical Sites",Luxury
870,45-54,"Culture,Wildlife,Adventure,Relaxation,Food","63,89,33,84,70,94,52,58",4.0,5,"Surfing,Swimming,Volunteering",Family
871,35-44,"Nature,Mountains","2,61",4.9,5,"Cycling,Cultural Tours",Adventure
872,45-54,"Wildlife,Photography,Relaxation,Mountains","18,36,74,2,6,77",5.2,1,"Historical Sites,Eco Tours",Luxury
873,45-54,"Mountains,Wildlife","98,27,41,29,75,13,43,11,72,39",3.4,2,"Hiking,Local Cuisine,Eco Tours,Museums,Surfing",Adventure
874,45-54,"Beach,Nature","40,84,90,2,19,6,91",6.4,2,"Historical Sites,Kayaking",Budget
875,55-64,"History,Relaxation,Wildlife,Adventure,Nature","65,24,39,22,41",7.8,1,"Kayaking,Eco Tours",Budget
876,35-44,"Relaxation,Nature,Wildlife,Beach",,6.9,2,"Cultural Tours,Swimming,Hiking,Volunteering,Eco Tours",Family
877,18-24,"Beach,Relaxation,Food,Mountains","89,69,100,94,27,70,14,83,80,22",4.4,5,"Surfing,Cycling,Local Cuisine",Budget
878,65+,"Beach,Nature,Culture,Photography",46,7.8,3,"Local Cuisine,Surfing,Eco Tours,Swimming",Luxury
879,55-64,"Adventure,Beach,Culture","92,100,12,93,54,79,28,44,46,65",7.4,4,"Surfing,Hiking,Swimming,Cycling,Eco Tours",Budget
880,45-54,"History,Culture,Wildlife,Beach","9,16",9.9,2,"Cultural Tours,Local Cuisine,Kayaking,Wildlife Watching",Eco-conscious
881,45-54,"Nature,Food","1,21,19",6.1,2,"Kayaking,Eco Tours,Historical Sites,Swimming,Local Cuisine",Solo
882,55-64,"History,Food","55,71,92,1,81",3.2,4,"Local Cuisine,Historical Sites,Eco Tours,Swimming",Adventure
883,25-34,"Culture,History,Wildlife,Nature","70,54,3,13,57,68,30",6.5,3,"Surfing,Cultural Tours",Luxury
884,65+,"Food,Wildlife,Photography,History","9,3,86,98,21,93",4.2,3,"Swimming,Surfing,Kayaking,Local Cuisine",Budget
885,55-64,"History,Food","25,34,76,42,12,10,98,96",3.4,1,"Eco Tours,Swimming,Local Cuisine,Volunteering,Kayaking",Cultural
886,35-44,"Beach,Photography,Mountains,History",71,4.7,2,"Eco Tours,Kayaking,Museums",Adventure
887,45-54,"Relaxation,Wildlife,Adventure","25,58,80,22,13,2",4.9,5,"Surfing,Swimming,Local Cuisine,Eco Tours,Wildlife Watching",Solo
888,25-34,"Culture,Food,Mountains","63,26",9.0,1,"Historical Sites,Eco Tours,Cultural Tours",Budget
889,55-64,"Wildlife,Mountains","78,56,46,18,85,75",9.8,5,"Local Cuisine,Museums,Historical Sites,Volunteering",Eco-conscious
890,55-64,"Adventure,Nature,History,Beach","6,75,42,18",4.4,4,"Swimming,Cycling",Budget
891,18-24,"Nature,Food,Wildlife,Adventure,Culture","37,54,69,71,33,31,100,72",9.3,2,"Volunteering,Swimming,Kayaking,Local Cuisine",Eco-conscious
892,65+,"Adventure,Nature",,8.2,2,"Kayaking,Local Cuisine,Historical Sites,Wildlife Watching,Cultural Tours",Cultural
893,65+,"History,Relaxation","24,7,62,26,22,92,27,1",4.4,2,"Local Cuisine,Hiking,Wildlife Watching",Luxury
894,25-34,"Wildlife,Photography,Beach","33,66,39,69",8.3,2,"Historical Sites,Volunteering",Adventure
895,35-44,"Wildlife,Culture,Beach,Mountains,Photography","77,82,70,41,9,17,43,90,84",6.3,1,"Hiking,Cycling",Adventure
896,55-64,"Nature,Beach","96,82,77,75",7.3,4,"Swimming,Hiking,Cultural Tours,Cycling",Cultural
897,55-64,"Wildlife,Culture,Beach","27,4,58,59,39,24,9",6.4,5,"Historical Sites,Museums,Cultural Tours,Cycling",Solo
898,35-44,"Beach,Photography,Nature,Mountains,Adventure","48,51,82,11,45,65,7,1,84",6.8,1,"Swimming,Surfing",Luxury
899,65+,"Mountains,Nature,Food,Wildlife,Photography","17,13,3,85,1,44,87,19,11",5.4,4,"Kayaking,Wildlife Watching,Volunteering,Swimming",Cultural
900,55-64,"Food,Wildlife,Photography,Nature,Beach","59,30,48,54,18,56,65",9.3,1,"Hiking,Swimming",Eco-conscious
901,25-34,"Wildlife,History,Beach","24,62,60,44",5.8,1,"Museums,Kayaking,Cultural Tours",Adventure
902,18-24,"Nature,Wildlife,Culture,Mountains","53,10,100,60,71",5.4,5,"Surfing,Volunteering,Local Cuisine",Solo
903,45-54,"Photography,Food,Nature,Culture","28,24,85,15,66,56,35,86,55",9.0,3,"Cycling,Local Cuisine",Eco-conscious
904,55-64,"Food,Wildlife,Relaxation","79,9,46,20,32",6.6,1,"Eco Tours,Historical Sites,Kayaking",Luxury
905,18-24,"Beach,Photography","32,51,73,100,4,70,10,6,24,1",6.9,4,"Wildlife Watching,Eco Tours,Historical Sites,Museums",Family
906,65+,"Culture,Beach,Photography,Nature","63,12,26,45,69,84,8,89,61,40",8.7,3,"Cycling,Volunteering,Local Cuisine,Kayaking,Cultural Tours",Budget
907,65+,"Relaxation,Wildlife,Culture,Photography,Mountains","60,4,20,23,43,58,12,19",5.2,5,"Hiking,Surfing,Local Cuisine",Budget
908,25-34,"Relaxation,Adventure,Wildlife,Nature,History","68,96,31,23",8.5,5,"Volunteering,Kayaking,Local Cuisine",Budget
909,25-34,"Wildlife,Nature,Culture,Photography,History","51,36,30,18,55",7.8,2,"Hiking,Museums,Eco Tours,Cycling",Cultural
910,65+,"Mountains,Adventure,Photography","28,54,68,62,45",4.7,1,"Swimming,Historical Sites,Surfing,Kayaking",Family
911,45-54,"Food,Photography","3,33,98,67,43,34",8.5,1,"Museums,Kayaking,Historical Sites,Eco Tours",Budget
912,35-44,"Nature,Adventure,Relaxation,Culture,Beach","42,51,7",6.8,4,"Museums,Surfing,Local Cuisine,Swimming",Adventure
913,65+,"Photography,Wildlife,Adventure,History","32,16,65,72,63,71,98,80",5.9,4,"Cycling,Museums,Hiking,Local Cuisine,Volunteering",Solo
914,65+,"Wildlife,Beach","22,43,98,14,25,56,18,59,50",5.8,4,"Local Cuisine,Hiking,Museums",Solo
915,65+,"Adventure,Food,Nature,Culture,Photography","69,60,87,3,16,64",9.4,1,"Museums,Surfing,Swimming",Eco-conscious
916,25-34,"Photography,Mountains,Adventure,Wildlife,Food",,5.3,2,"Cultural Tours,Cycling,Swimming,Local Cuisine",Luxury
917,55-64,"Culture,Food,Nature,Relaxation,Mountains",24,6.5,2,"Museums,Cultural Tours,Wildlife Watching,Volunteering",Adventure
918,45-54,"Culture,Photography,Food","44,5,91,1,21,93,15,57",6.0,3,"Volunteering,Wildlife Watching,Swimming",Luxury
919,65+,"Relaxation,Culture","42,69,93,34",5.1,4,"Kayaking,Eco Tours,Surfing,Swimming",Luxury
920,18-24,"Photography,Wildlife","27,40,79,21,97,52",8.8,2,"Volunteering,Hiking,Cycling,Surfing",Cultural
921,65+,"Photography,History","96,29,53,57,63,55,49,15,93,41",6.8,2,"Historical Sites,Museums,Hiking,Volunteering,Surfing",Family
922,55-64,"Adventure,Relaxation,Beach,Culture","6,14,67,24,75",8.1,5,"Historical Sites,Volunteering,Cycling",Budget
923,65+,"Wildlife,Relaxation,Nature,Photography,History",64,5.5,3,"Surfing,Local Cuisine,Museums,Historical Sites",Budget
924,18-24,"Beach,Mountains,Adventure,Photography","79,72,59,49,24,1",7.6,3,"Local Cuisine,Cultural Tours",Budget
925,55-64,"Wildlife,Food,History,Beach","96,87,46,86,49,55,14,29,82",8.0,4,"Swimming,Hiking",Luxury
926,55-64,"Mountains,Beach","15,24,48",5.9,4,"Cycling,Cultural Tours,Swimming,Surfing",Budget
927,35-44,"Wildlife,Food,Photography,Nature,History",,8.1,1,"Swimming,Kayaking,Surfing,Volunteering",Solo
928,25-34,"Nature,History,Food,Relaxation",66,7.4,4,"Hiking,Historical Sites",Family
929,18-24,"Food,Nature,Relaxation,History","86,60,8,38,80,14",7.1,4,"Eco Tours,Kayaking",Luxury
930,25-34,"History,Beach,Food","81,3,33,79,23,45,4,66,31,39",5.7,5,"Historical Sites,Cycling,Volunteering,Hiking",Luxury
931,45-54,"Nature,Culture,Beach,Food","57,95,46",8.4,1,"Swimming,Eco Tours",Eco-conscious
932,35-44,"Culture,Wildlife,Photography","22,3,34,92",5.5,4,"Swimming,Historical Sites,Kayaking",Solo
933,35-44,"Relaxation,Beach,Mountains,Food","67,27,89,12,45,33,62,83,91,40",7.3,4,"Local Cuisine,Historical Sites,Volunteering,Surfing,Hiking",Cultural
934,25-34,"Adventure,Mountains,Photography","3,73,26,13,11,48,56,97",8.5,3,"Swimming,Hiking,Volunteering,Cycling",Adventure
935,45-54,"Adventure,Beach,Wildlife,Photography","20,57,35,24",7.6,2,"Local Cuisine,Historical Sites,Museums,Surfing,Cultural Tours",Adventure
936,65+,"Culture,Mountains,Photography,Relaxation","97,39,41,83",4.5,2,"Swimming,Volunteering,Local Cuisine,Surfing",Luxury
937,25-34,"Relaxation,Food,Mountains","44,37",5.0,2,"Surfing,Local Cuisine,Museums,Cycling,Historical Sites",Family
938,18-24,"Beach,Wildlife","25,21",6.5,5,"Swimming,Historical Sites,Cultural Tours,Cycling",Cultural
939,45-54,"Wildlife,Culture,Nature","47,95,62,15",5.3,1,"Swimming,Historical Sites,Local Cuisine,Eco Tours,Wildlife Watching",Family
940,18-24,"Mountains,Beach,Food,Adventure","91,65",3.2,3,"Surfing,Swimming,Kayaking,Cycling,Cultural Tours",Cultural
941,25-34,"Adventure,Culture,Relaxation,Wildlife","89,34,45,22,61,47,76,58,15,82",9.4,3,"Cultural Tours,Kayaking,Local Cuisine,Museums,Volunteering",Eco-conscious
942,35-44,"Food,Culture,History,Wildlife","69,98",8.7,1,"Cultural Tours,Museums,Volunteering,Hiking,Local Cuisine",Adventure
943,35-44,"Mountains,Relaxation,History,Nature",37,3.5,5,"Hiking,Volunteering,Surfing,Wildlife Watching",Solo
944,55-64,"Beach,Food,Mountains,History,Adventure","69,82",7.0,4,"Swimming,Surfing",Luxury
945,35-44,"Photography,Wildlife",,4.9,1,"Kayaking,Historical Sites,Cycling",Cultural
946,45-54,"Culture,History",72,7.6,1,"Hiking,Local Cuisine,Kayaking",Cultural
947,25-34,"Photography,Adventure,Mountains,Culture,Beach",,5.5,4,"Swimming,Volunteering,Local Cuisine,Cultural Tours",Luxury
948,35-44,"History,Food,Adventure,Mountains",20,5.7,3,"Historical Sites,Eco Tours,Hiking,Surfing",Luxury
949,45-54,"Culture,Adventure","30,81,92,60,37,1,2",7.2,3,"Swimming,Surfing",Luxury
950,18-24,"Nature,History",,5.1,3,"Swimming,Local Cuisine,Kayaking,Museums",Budget
951,35-44,"Beach,Photography,History,Wildlife,Nature","98,91",4.1,1,"Hiking,Local Cuisine,Historical Sites,Eco Tours",Luxury
952,55-64,"Relaxation,Wildlife","87,44,62",6.5,5,"Local Cuisine,Volunteering",Luxury
953,18-24,"History,Nature,Relaxation,Culture,Photography","49,88",3.4,1,"Eco Tours,Surfing,Local Cuisine",Solo
954,45-54,"Wildlife,Culture,Food,Adventure","48,68",7.8,5,"Museums,Eco Tours",Luxury
955,65+,"Relaxation,Nature,Food,Photography","24,73,86",6.7,2,"Cultural Tours,Historical Sites",Luxury
956,25-34,"Relaxation,Adventure,History","97,78,15,20,56,5,36,21,61,64",6.6,1,"Museums,Historical Sites",Luxury
957,18-24,"Mountains,Nature","99,14,63,83,33,67,24,49,82",4.6,2,"Volunteering,Swimming,Cultural Tours,Museums,Local Cuisine",Cultural
958,25-34,"Mountains,Culture,Wildlife,Food",,5.9,2,"Historical Sites,Wildlife Watching,Kayaking,Swimming,Volunteering",Family
959,25-34,"Wildlife,Relaxation","44,48,90,32,21",7.9,2,"Museums,Cycling,Cultural Tours",Eco-conscious
960,18-24,"Relaxation,Culture,Nature,Photography,Wildlife","12,48,18",7.7,2,"Eco Tours,Volunteering",Cultural
961,18-24,"Beach,Food","45,44",3.9,4,"Local Cuisine,Wildlife Watching",Adventure
962,18-24,"Wildlife,History,Relaxation","39,51",5.0,1,"Volunteering,Swimming,Historical Sites,Surfing,Hiking",Solo
963,65+,"Beach,Wildlife","4,52,38,99,37,57,29,17,43,56",4.1,2,"Swimming,Museums",Family
964,65+,"Relaxation,Mountains,Culture","95,88,43",5.2,1,"Surfing,Local Cuisine,Hiking,Kayaking",Solo
965,18-24,"Beach,Mountains,Photography,Wildlife,History",73,8.7,2,"Museums,Wildlife Watching,Local Cuisine",Eco-conscious
966,45-54,"Culture,Adventure,Relaxation,Nature",,4.4,2,"Hiking,Surfing,Swimming",Cultural
967,35-44,"Wildlife,Nature",26,4.9,1,"Eco Tours,Cultural Tours,Museums,Swimming,Hiking",Family
968,55-64,"Relaxation,Photography,Mountains,Adventure,Nature","49,75,35,89",8.9,3,"Cycling,Wildlife Watching,Museums",Budget
969,45-54,"Mountains,Nature,Adventure,Photography,Wildlife","17,71,62,1,75,74,45",5.5,4,"Volunteering,Swimming,Historical Sites,Cultural Tours,Kayaking",Budget
970,35-44,"Culture,Beach","43,15,8,98,23,93,58,26,27,60",5.2,1,"Wildlife Watching,Kayaking",Family
971,55-64,"Wildlife,History,Culture,Relaxation","73,42,35,14,36,98,45,52",9.3,4,"Wildlife Watching,Hiking,Local Cuisine,Museums",Eco-conscious
972,55-64,"History,Beach,Culture,Wildlife,Nature","63,34,35,27,98,56,64",3.3,1,"Surfing,Eco Tours,Museums,Cycling,Volunteering",Adventure
973,18-24,"Food,Wildlife,Photography,History,Nature",,8.1,4,"Wildlife Watching,Volunteering,Eco Tours,Local Cuisine",Cultural
974,25-34,"History,Nature,Mountains,Beach",50,6.2,5,"Volunteering,Cycling",Cultural
975,18-24,"Adventure,Culture,Relaxation,Beach","74,50",7.9,4,"Museums,Volunteering",Eco-conscious
976,18-24,"Wildlife,Culture,Beach,Photography","25,97,46,37,41,32,43,38,69",9.6,5,"Volunteering,Historical Sites,Cycling,Cultural Tours,Wildlife Watching",Eco-conscious
977,18-24,"Beach,History",,7.1,3,"Kayaking,Cultural Tours,Hiking,Local Cuisine",Eco-conscious
978,65+,"Beach,Nature","20,73,81,31,79",6.6,3,"Hiking,Wildlife Watching,Surfing,Cultural Tours,Museums",Solo
979,45-54,"Culture,Adventure,Photography",74,4.5,4,"Volunteering,Cultural Tours,Hiking,Cycling,Local Cuisine",Solo
980,35-44,"Wildlife,Beach",57,6.3,5,"Swimming,Cultural Tours,Historical Sites,Wildlife Watching",Luxury
981,65+,"Food,Nature,Beach",12,3.5,1,"Cultural Tours,Volunteering,Kayaking",Solo
982,35-44,"Culture,History,Mountains,Relaxation","49,35,7,54,64",4.0,3,"Cultural Tours,Volunteering,Surfing,Local Cuisine",Adventure
983,45-54,"Food,Photography,Adventure","21,7,62",4.3,1,"Museums,Hiking,Local Cuisine",Family
984,18-24,"Culture,Relaxation,Adventure,Photography,Beach",32,3.9,4,"Cultural Tours,Swimming,Surfing,Kayaking,Historical Sites",Adventure
985,55-64,"History,Culture,Mountains,Adventure",,6.7,3,"Local Cuisine,Kayaking",Adventure
986,25-34,"Food,Culture,Relaxation,Wildlife","56,44,28,39",5.8,4,"Cycling,Surfing,Volunteering,Wildlife Watching,Cultural Tours",Solo
987,65+,"Photography,Food,Relaxation,Culture",,5.9,4,"Local Cuisine,Cycling",Adventure
988,18-24,"Culture,Adventure,Food","27,73",7.7,3,"Cycling,Volunteering",Luxury
989,18-24,"Beach,Wildlife,Adventure,Relaxation","84,37,42,15,82,66,43,31,87,29",7.1,5,"Wildlife Watching,Cycling,Local Cuisine",Adventure
990,55-64,"Relaxation,History,Food,Adventure","61,24,35,55",7.1,3,"Historical Sites,Swimming,Cultural Tours,Museums,Wildlife Watching",Eco-conscious
991,25-34,"Beach,Adventure,Photography","56,59,14,71,36,79,35,54,8",7.9,5,"Swimming,Hiking",Eco-conscious
992,25-34,"Beach,Adventure,History",,8.7,5,"Cultural Tours,Historical Sites,Local Cuisine",Eco-conscious
993,55-64,"Wildlife,Beach,Nature,Culture,Photography","76,65,10,9,34",6.8,4,"Surfing,Museums",Family
994,55-64,"Photography,Beach,Wildlife,Mountains","1,75,49,6,16,10,95,53",6.1,4,"Cultural Tours,Swimming",Luxury
995,35-44,"Photography,History","51,42,7,54,21,10,58,48,87,80",4.7,1,"Wildlife Watching,Swimming,Surfing,Volunteering,Cycling",Luxury
996,35-44,"Nature,Relaxation","19,47,44,28",4.9,1,"Local Cuisine,Hiking,Historical Sites",Luxury
997,18-24,"Beach,History,Nature,Food,Photography","69,64",5.7,5,"Local Cuisine,Wildlife Watching,Eco Tours,Swimming",Luxury
998,45-54,"Relaxation,Photography,Nature,Beach","71,13,38,34,22",6.7,3,"Cultural Tours,Wildlife Watching,Local Cuisine,Surfing",Luxury
999,25-34,"Relaxation,Wildlife,Culture,Food,Adventure","33,42,22,7,11,51,24,97,18",8.1,2,"Hiking,Wildlife Watching,Eco Tours,Kayaking",Adventure
1000,65+,"Mountains,History","8,68",6.8,1,"Historical Sites,Museums",Family
