user_id,age_group,interests,travel_history,sustainability_preference,budget_level,preferred_activities,travel_style
848,55-64,"History,Beach,Photography,Food","85,6,31,67,4,1,17,16,35,18",7.9,1,"Wildlife Watching,Surfing,Local Cuisine,Swimming,Hiking",Eco-conscious
849,55-64,"Relaxation,Food,Culture","69,28,32,23,39,36,55",3.3,5,"Cultural Tours,Local Cuisine",Solo
850,35-44,"Food,Beach,Photography","26,37,38,5,51,8,40",3.2,4,"Historical Sites,Cultural Tours,Museums,Volunteering,Hiking",Adventure
851,65+,"Beach,Relaxation","77,64,37,26,98,48,67",5.3,2,"Museums,Cultural Tours,Cycling,Kayaking,Hiking",Budget
852,35-44,"Photography,Culture,Mountains,Nature,Wildlife","79,15,11,23",7.3,1,"Local Cuisine,Kayaking,Museums,Cultural Tours",Adventure
853,65+,"Relaxation,Culture",41,5.1,3,"Swimming,Eco Tours,Wildlife Watching,Cultural Tours,Museums",Solo
854,45-54,"Culture,Food","93,33,38,52,10,78",8.6,1,"Wildlife Watching,Local Cuisine",Cultural
855,65+,"Photography,Beach,Adventure,Relaxation",88,5.8,4,"Cycling,Cultural Tours",Family
856,65+,"Relaxation,Photography,Mountains,Beach","72,42,98,9,59,65,13",7.1,4,"Swimming,Historical Sites",Adventure
857,65+,"Culture,Adventure","71,17,74,18,91,33",4.8,1,"Hiking,Wildlife Watching",Luxury
858,55-64,"Nature,Culture","49,100,58,88,92,30,73,54",6.6,3,"Cultural Tours,Cycling",Adventure
859,35-44,"Beach,History,Food",33,3.8,4,"Surfing,Cycling",Solo
860,45-54,"Food,History,Mountains,Culture,Adventure","9,78,18,47,62,10,11,84,1",8.5,2,"Surfing,Historical Sites,Wildlife Watching,Eco Tours",Eco-conscious
861,45-54,"Food,Culture,History","8,72,92,63,5,49,11",8.5,3,"Museums,Wildlife Watching,Historical Sites,Cultural Tours",Solo
862,45-54,"Mountains,Photography,Food,History,Relaxation","89,5,25,76,59,72,8,93,98,62",3.7,1,"Volunteering,Local Cuisine,Wildlife Watching,Cycling,Hiking",Budget
863,35-44,"Culture,Nature,Wildlife,Relaxation,Mountains","77,38,47,43,88,95,6",7.7,3,"Cultural Tours,Eco Tours,Local Cuisine,Historical Sites,Kayaking",Cultural
864,65+,"Adventure,Beach,Nature,History",67,8.4,1,"Eco Tours,Wildlife Watching,Cycling,Museums",Eco-conscious
865,35-44,"Beach,Culture",,8.0,5,"Wildlife Watching,Museums,Swimming",Solo
866,35-44,"Nature,Culture","79,35,90,83,67,93,87",8.9,5,"Swimming,Wildlife Watching,Historical Sites,Volunteering",Eco-conscious
867,25-34,"Nature,Wildlife","82,49,98",3.0,3,"Cultural Tours,Kayaking,Wildlife Watching,Cycling",Adventure
868,25-34,"Adventure,Photography,Beach","85,42,94,12,76,45,29,68",4.6,3,"Historical Sites,Local Cuisine,Volunteering,Cycling,Kayaking",Budget
869,65+,"Mountains,Nature",,6.6,5,"Cultural Tours,Surfing",Budget
870,55-64,"Adventure,Wildlife,Relaxation,Photography,Food","20,59",6.0,4,"Swimming,Cycling",Adventure
871,18-24,"Food,Beach,Relaxation,Nature","31,41,46,85,51,75,98,61,94",7.9,3,"Eco Tours,Volunteering,Hiking,Swimming,Cultural Tours",Cultural
872,45-54,"Photography,History,Mountains,Nature,Culture",,3.9,5,"Swimming,Local Cuisine,Cultural Tours,Eco Tours",Cultural
873,25-34,"Adventure,Relaxation,Beach,Wildlife,Food","46,40,62,95,9,68,41,67,20",5.8,5,"Hiking,Local Cuisine,Kayaking,Wildlife Watching",Luxury
874,65+,"Adventure,Culture,Relaxation","46,5,98,42,77,47,20,55,99,87",4.9,3,"Cultural Tours,Cycling,Volunteering,Swimming",Cultural
875,45-54,"Relaxation,Culture,Adventure","95,100,90,63,14,99,84,71,42",7.1,4,"Wildlife Watching,Local Cuisine,Eco Tours,Volunteering,Kayaking",Luxury
876,45-54,"Beach,Food","79,3,70,46,12,35,60,32",8.2,5,"Museums,Hiking",Eco-conscious
877,25-34,"Wildlife,History,Culture,Beach","25,98,47,8,59,11",8.6,5,"Local Cuisine,Surfing",Cultural
878,25-34,"Relaxation,History,Food,Beach,Adventure","28,50,76,86,73,13,27",4.7,5,"Volunteering,Cycling,Cultural Tours,Local Cuisine",Luxury
879,45-54,"Food,Adventure,Relaxation,Nature,Mountains","76,39,37,10,31,83,72,51,53",7.3,5,"Kayaking,Volunteering,Museums",Eco-conscious
880,18-24,"Adventure,Food,Wildlife","66,13,55,65,69,29",8.5,2,"Surfing,Swimming",Cultural
881,55-64,"Mountains,Adventure,Relaxation","77,59,56,80,87,67,12,13,55,53",8.7,2,"Museums,Hiking,Local Cuisine,Wildlife Watching",Budget
882,55-64,"Wildlife,Nature,Beach,Culture,Adventure","90,1,12,70,77,84,42,3,87",8.5,2,"Surfing,Eco Tours",Eco-conscious
883,18-24,"Mountains,Nature","97,10,67,27",7.6,2,"Historical Sites,Swimming",Adventure
884,55-64,"Food,Wildlife,Mountains,Relaxation,Nature","15,16,10,44,76,20,78,36,93,95",7.5,5,"Kayaking,Eco Tours,Historical Sites,Museums",Budget
885,18-24,"History,Wildlife",,8.3,5,"Cultural Tours,Museums,Historical Sites",Eco-conscious
886,35-44,"Nature,Adventure,History,Relaxation","34,42,43,5,15,88,89",6.9,1,"Historical Sites,Museums,Swimming,Local Cuisine",Cultural
887,35-44,"Culture,Nature,Beach","54,52,25,51,26,59,14,48,15,98",8.4,2,"Hiking,Local Cuisine,Cycling,Museums",Eco-conscious
888,25-34,"History,Nature,Mountains","97,74,45,10,77,32",5.2,5,"Cultural Tours,Kayaking,Volunteering,Local Cuisine,Swimming",Family
889,55-64,"Wildlife,Beach,Mountains","49,4,7,39",6.5,5,"Volunteering,Hiking",Solo
890,18-24,"Culture,Photography,History","37,60",4.3,1,"Volunteering,Swimming,Historical Sites,Cycling,Local Cuisine",Family
891,18-24,"Photography,Beach,Adventure,History","94,54,5,99,98,89,64",3.2,5,"Kayaking,Swimming,Cycling,Volunteering",Solo
892,18-24,"History,Wildlife,Mountains,Adventure,Relaxation",42,8.0,2,"Surfing,Swimming,Hiking",Budget
893,18-24,"Beach,Nature","77,55,68,8,69,28,78,49,38,11",7.9,5,"Historical Sites,Cycling,Kayaking",Eco-conscious
894,45-54,"Beach,Photography,History,Adventure,Food","42,59,15",7.3,4,"Hiking,Cycling,Eco Tours,Kayaking,Swimming",Cultural
895,45-54,"Relaxation,Adventure,Photography,Beach,Mountains","28,42",7.3,5,"Hiking,Local Cuisine,Historical Sites,Wildlife Watching",Family
896,18-24,"History,Mountains,Photography,Wildlife,Adventure","97,18,75,27,94",8.2,3,"Surfing,Eco Tours,Volunteering,Cycling",Solo
897,35-44,"Mountains,Nature","18,72,15,37,29,6,94",6.1,2,"Eco Tours,Hiking,Historical Sites,Local Cuisine",Cultural
898,45-54,"History,Mountains,Photography,Beach,Nature","20,64,21,92,94,73,65",4.3,3,"Hiking,Surfing,Kayaking",Luxury
899,55-64,"Relaxation,Mountains","23,96,10,34,65,69,79,21,70",8.7,2,"Cultural Tours,Eco Tours,Surfing,Hiking,Volunteering",Solo
900,45-54,"Culture,Beach,Mountains","59,41,96,4,90,23,81,91,68",8.2,1,"Museums,Surfing,Wildlife Watching,Volunteering",Cultural
901,65+,"Wildlife,Food,Beach",34,7.0,3,"Volunteering,Hiking",Adventure
902,55-64,"Relaxation,Food,Nature,Adventure,Mountains","62,13,72,53,85,50,88,90,54",6.6,3,"Historical Sites,Cultural Tours,Kayaking",Cultural
903,25-34,"History,Nature","67,72,48,58",4.6,2,"Kayaking,Local Cuisine,Surfing,Museums,Wildlife Watching",Adventure
904,65+,"History,Mountains,Culture,Photography,Relaxation","47,34,25,11,19,5,61",4.4,4,"Hiking,Cycling,Cultural Tours,Swimming",Solo
905,65+,"Food,History,Wildlife","85,69,30,65,92,78,54",7.2,1,"Eco Tours,Kayaking",Family
906,35-44,"Culture,Nature,History","9,97,49,83,44,87,71,33,61,60",6.9,2,"Cultural Tours,Museums",Luxury
907,55-64,"Wildlife,Mountains","52,55,12,73,97,91,4,75",4.9,5,"Wildlife Watching,Cycling,Historical Sites",Family
908,25-34,"Beach,Adventure,Relaxation,History,Culture",89,3.2,2,"Surfing,Hiking",Cultural
909,45-54,"Wildlife,Photography,Food,Beach","6,70,87,72,79,54",8.0,1,"Kayaking,Wildlife Watching,Historical Sites,Museums,Local Cuisine",Family
910,18-24,"Wildlife,Adventure,Culture","7,40,88,86,22,97,48",7.2,4,"Eco Tours,Local Cuisine,Surfing,Swimming",Luxury
911,25-34,"Culture,Photography,Beach","14,74,4",8.7,1,"Surfing,Hiking,Museums,Swimming,Volunteering",Eco-conscious
912,25-34,"Photography,Nature,History,Food","9,53,3,48,96",6.4,2,"Surfing,Kayaking,Volunteering,Museums",Solo
913,25-34,"Beach,Wildlife,Culture,History","34,25,52,84,7,22,92,10",6.5,4,"Eco Tours,Kayaking,Museums",Adventure
914,25-34,"Food,Wildlife,History,Nature,Culture","97,71,62,49,79,51,57,54",5.4,2,"Kayaking,Historical Sites",Adventure
915,55-64,"Photography,Food,History,Nature,Wildlife","72,27,77,86,16,39,28",3.6,4,"Volunteering,Local Cuisine,Surfing,Museums,Eco Tours",Cultural
916,45-54,"Mountains,Photography,Nature,Beach","95,15,36,35,97,9",6.9,2,"Cycling,Cultural Tours,Hiking,Eco Tours,Museums",Solo
917,25-34,"Beach,Food,History,Nature","76,78,84,89,4,60",3.8,1,"Swimming,Local Cuisine,Historical Sites",Budget
918,55-64,"Wildlife,Culture","12,3,4,10,38,16,43",8.8,3,"Volunteering,Historical Sites",Solo
919,18-24,"Wildlife,Culture,Nature","81,33",4.7,2,"Cycling,Hiking,Volunteering,Museums",Luxury
920,55-64,"Beach,Mountains,Culture,Adventure,Relaxation","65,21,51,55,26,13,69,17,31",8.1,5,"Kayaking,Surfing,Eco Tours",Adventure
921,25-34,"Photography,Beach","13,5,17",6.7,3,"Hiking,Wildlife Watching,Volunteering,Museums,Historical Sites",Budget
922,65+,"Relaxation,Beach",56,4.3,2,"Eco Tours,Swimming,Surfing",Family
923,65+,"Nature,Relaxation,Mountains,History,Food","2,21,50,81,56,95",4.6,4,"Swimming,Cultural Tours",Solo
924,45-54,"Nature,Culture",,7.2,5,"Kayaking,Local Cuisine",Luxury
925,35-44,"Photography,Adventure","95,11",8.1,3,"Local Cuisine,Hiking,Kayaking,Museums,Eco Tours",Budget
926,25-34,"Adventure,Culture","90,32,14,9,78,48",6.8,1,"Museums,Wildlife Watching,Volunteering,Surfing,Eco Tours",Budget
927,25-34,"Mountains,Adventure,History,Food","8,50,90,33,5,78",5.5,1,"Museums,Eco Tours",Adventure
928,55-64,"Mountains,Relaxation,Adventure,Wildlife,Photography","88,55",6.5,1,"Hiking,Local Cuisine",Luxury
929,45-54,"Nature,History",51,4.3,3,"Wildlife Watching,Swimming,Kayaking",Adventure
930,45-54,"Relaxation,Culture,Mountains","6,37,95,44,7,19",4.6,1,"Swimming,Local Cuisine,Volunteering",Adventure
931,35-44,"Beach,Food",80,6.4,2,"Wildlife Watching,Surfing,Museums,Historical Sites",Cultural
932,55-64,"History,Adventure,Mountains,Nature,Relaxation","81,26,9",3.7,1,"Swimming,Surfing,Kayaking",Budget
933,35-44,"Adventure,Relaxation,History,Beach,Mountains",34,7.2,3,"Cycling,Eco Tours,Kayaking",Eco-conscious
934,45-54,"Food,History,Relaxation","85,79,81,83",6.0,4,"Eco Tours,Swimming",Cultural
935,25-34,"Photography,History,Beach","3,70,37,4,34",7.7,2,"Kayaking,Cultural Tours,Museums,Cycling,Eco Tours",Adventure
936,65+,"Photography,History,Wildlife,Nature","32,82,90,93,1,80,13",7.4,1,"Historical Sites,Museums",Budget
937,35-44,"Wildlife,Photography,Nature,Food","74,42,5,18",6.4,3,"Wildlife Watching,Surfing",Budget
938,45-54,"Adventure,Relaxation,Mountains,Beach,Photography",,4.7,3,"Hiking,Museums,Cultural Tours",Adventure
939,55-64,"Relaxation,Mountains,Photography,Nature,Culture","62,1,25,98,76,95,2",4.7,2,"Local Cuisine,Historical Sites,Surfing,Kayaking",Family
940,18-24,"Food,Photography,Wildlife,Relaxation,Culture","50,48,10,7,11,47,6,44",4.2,4,"Hiking,Local Cuisine,Cultural Tours",Adventure
941,45-54,"Nature,Wildlife,History","76,97,15,17,71,29",5.8,4,"Swimming,Volunteering,Historical Sites",Adventure
942,65+,"Beach,Culture,Photography,Wildlife","31,14,51,77,43,3,8,65",8.9,5,"Local Cuisine,Cultural Tours,Wildlife Watching,Historical Sites",Adventure
943,55-64,"Photography,Beach","7,40,89,90,5,14,55,65,54",6.4,1,"Volunteering,Cultural Tours,Historical Sites,Swimming",Cultural
944,35-44,"Photography,History,Adventure","7,73,70,36,50,12,58",3.8,1,"Historical Sites,Volunteering,Wildlife Watching,Cycling,Kayaking",Cultural
945,35-44,"History,Mountains,Relaxation,Wildlife","43,98,71,87",7.7,1,"Swimming,Museums,Hiking,Surfing",Family
946,65+,"Relaxation,Photography,Mountains","93,83,71,37",4.7,5,"Volunteering,Museums,Cultural Tours,Surfing",Solo
947,55-64,"Food,Adventure,Mountains,Photography,History","60,40,82,23,45,71,86",6.6,4,"Volunteering,Cycling",Adventure
948,45-54,"Culture,History",11,4.9,4,"Kayaking,Eco Tours,Museums,Cycling",Luxury
949,35-44,"Relaxation,Photography,Adventure,Culture,Nature","36,12,68,89",8.8,2,"Kayaking,Cultural Tours,Swimming,Local Cuisine",Cultural
950,18-24,"Nature,Beach,Wildlife,Culture","45,60,51,34,93,8,20,98",6.7,5,"Museums,Eco Tours,Local Cuisine",Luxury
951,25-34,"Adventure,Beach,Photography,Mountains,Wildlife",,7.1,4,"Volunteering,Cultural Tours",Solo
952,35-44,"Adventure,History,Beach",,5.7,3,"Hiking,Cycling,Surfing,Wildlife Watching,Volunteering",Luxury
953,25-34,"Wildlife,Relaxation","4,27,57,83,44",4.3,5,"Cultural Tours,Kayaking,Local Cuisine,Wildlife Watching,Eco Tours",Cultural
954,55-64,"Mountains,Wildlife,History,Food","90,72,23,100",5.0,4,"Surfing,Local Cuisine",Family
955,35-44,"History,Adventure,Photography,Nature,Wildlife","20,71,95,24,64,55,59,90,28,85",4.0,1,"Cycling,Cultural Tours",Family
956,18-24,"Nature,Culture,Mountains,History","90,24,100",8.9,4,"Cycling,Cultural Tours,Historical Sites,Wildlife Watching",Cultural
957,35-44,"Wildlife,Nature,Food,Adventure,Relaxation","83,34,9,48,1,2",6.3,4,"Hiking,Museums",Cultural
958,18-24,"Wildlife,History,Nature,Adventure","28,58,46,80,95",3.3,1,"Eco Tours,Historical Sites,Volunteering,Kayaking,Cultural Tours",Budget
959,35-44,"Mountains,Photography,Culture,Beach,Adventure","65,86,30",10.0,4,"Cycling,Historical Sites",Eco-conscious
960,35-44,"Wildlife,Relaxation",,5.7,5,"Museums,Cultural Tours,Swimming",Adventure
961,35-44,"Nature,Culture",19,7.7,3,"Hiking,Volunteering,Surfing",Luxury
962,18-24,"Relaxation,Culture,Beach,History,Photography","41,80,38,75",3.3,2,"Volunteering,Local Cuisine,Cycling",Adventure
963,18-24,"Mountains,History,Photography","34,75,48,68,74",9.8,3,"Surfing,Local Cuisine,Museums,Cycling",Eco-conscious
964,25-34,"Mountains,History","22,6,48,64,36,3,59",7.7,4,"Cultural Tours,Volunteering,Cycling,Surfing",Family
965,35-44,"Mountains,Adventure","57,91,62,34,38,20,59",6.4,4,"Local Cuisine,Wildlife Watching,Eco Tours,Historical Sites",Adventure
966,65+,"Adventure,Wildlife,Nature","95,65,81,30,33,13,62,72",6.1,5,"Hiking,Cycling,Swimming,Wildlife Watching,Kayaking",Luxury
967,25-34,"Relaxation,Nature,Food,History","45,78,14,73,16,39,19",4.5,3,"Eco Tours,Wildlife Watching",Family
968,65+,"Adventure,Beach,Mountains,Wildlife,Food","14,59,60,67,10,9,79,11,18",3.5,3,"Cycling,Historical Sites,Volunteering",Solo
969,25-34,"History,Photography","76,57,66,28,75",5.1,3,"Local Cuisine,Historical Sites",Family
970,35-44,"Relaxation,Mountains","26,85,41,34",3.1,1,"Cycling,Museums,Swimming",Cultural
971,35-44,"Culture,Nature,Adventure,History,Mountains","72,88,19,47,43,36",5.4,5,"Museums,Historical Sites,Cultural Tours,Wildlife Watching",Luxury
972,18-24,"Beach,Relaxation,History","53,11,4,93,96,38,76",8.6,2,"Museums,Local Cuisine,Volunteering,Wildlife Watching",Adventure
973,55-64,"Beach,Photography,Wildlife,Relaxation,Nature",,7.5,4,"Hiking,Wildlife Watching",Eco-conscious
974,25-34,"Nature,Culture,Beach",73,9.6,2,"Eco Tours,Swimming,Historical Sites",Eco-conscious
975,45-54,"Beach,Mountains,Nature,Food","47,82,95,4,50,46,73",5.0,1,"Kayaking,Hiking,Cycling,Wildlife Watching",Solo
976,65+,"Mountains,Relaxation","5,87,74,52,92",8.6,2,"Wildlife Watching,Eco Tours,Volunteering,Hiking,Kayaking",Cultural
977,45-54,"Adventure,Mountains","52,75,30",4.8,4,"Swimming,Eco Tours,Local Cuisine",Luxury
978,65+,"Adventure,Relaxation","63,76",5.6,5,"Historical Sites,Volunteering,Surfing",Family
979,65+,"Culture,Relaxation,Beach,Mountains","58,78,19,55,57",4.7,4,"Cycling,Volunteering,Hiking,Surfing,Kayaking",Adventure
980,25-34,"Wildlife,Mountains","68,22,78,63,93,34,40",5.7,2,"Museums,Eco Tours,Surfing,Volunteering,Cultural Tours",Family
981,35-44,"Beach,Wildlife","47,18,32,7,25,84,27,15,53,13",7.1,1,"Hiking,Local Cuisine,Historical Sites",Eco-conscious
982,35-44,"Photography,Adventure,History,Culture","65,57,68,32,51,98,46,53,11",9.4,1,"Hiking,Cycling,Surfing,Swimming",Eco-conscious
983,55-64,"Culture,Photography,Nature,Food","63,40,74,92,72,4,45,49,58,55",7.6,1,"Cultural Tours,Local Cuisine",Cultural
984,25-34,"Nature,Wildlife,Relaxation,Food","46,9,87,30",7.1,1,"Historical Sites,Hiking",Budget
985,45-54,"Culture,Mountains,Photography,Adventure,Relaxation",,7.7,4,"Cultural Tours,Volunteering,Kayaking",Family
986,65+,"Beach,Mountains,Nature,Photography,Food","25,71,68,20,96,36,23,54",4.3,4,"Hiking,Cultural Tours,Surfing,Historical Sites,Kayaking",Luxury
987,25-34,"Beach,Adventure,History,Photography,Wildlife","13,22,19,76,86,69,33,39,31,82",7.7,3,"Historical Sites,Cycling,Museums",Family
988,35-44,"Adventure,History,Relaxation,Beach,Wildlife","82,33,32,55,26",6.6,3,"Eco Tours,Local Cuisine,Swimming",Cultural
989,45-54,"Nature,History,Photography,Adventure,Mountains","100,31",7.3,3,"Historical Sites,Hiking,Cycling",Adventure
990,55-64,"History,Adventure,Beach,Mountains,Relaxation",85,6.1,4,"Eco Tours,Kayaking,Cycling",Cultural
991,65+,"Nature,Beach,Mountains,Relaxation,Culture","73,19",3.5,4,"Historical Sites,Cultural Tours,Kayaking,Wildlife Watching,Museums",Budget
992,18-24,"Food,Adventure,Nature","41,47,33,10",7.5,3,"Wildlife Watching,Cultural Tours",Eco-conscious
993,25-34,"History,Mountains","82,95,4,64,72,80,19,96,31,56",4.8,4,"Swimming,Museums",Cultural
994,65+,"Relaxation,Culture,History","50,13,65,68,95,71",3.8,1,"Surfing,Kayaking,Eco Tours,Wildlife Watching",Budget
995,25-34,"Food,Adventure","71,18,95,2",7.8,2,"Historical Sites,Local Cuisine",Family
996,65+,"History,Nature","7,5,58,32",5.4,1,"Museums,Cycling,Wildlife Watching,Cultural Tours",Family
997,35-44,"Food,Nature,Beach,Culture","18,4,38",6.1,3,"Local Cuisine,Kayaking",Family
998,18-24,"Wildlife,Food,Relaxation,Photography,Beach","90,20,71,45,21,33,80,85,9,40",7.9,1,"Wildlife Watching,Local Cuisine,Eco Tours,Historical Sites,Surfing",Family
999,55-64,"History,Wildlife,Food,Relaxation","26,76,87,6,28,7,95",4.2,5,"Volunteering,Hiking",Family
1000,35-44,"Culture,Beach,Relaxation,Adventure","10,72,35,57,76,6,19",9.7,4,"Hiking,Museums",Eco-conscious
